ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10001595,HY191041,11/02/2014 05:57:00 AM,003XX W 110TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0513,005,34,49,26,1176052,1831981,2014,02/04/2016 06:33:39 AM,41.694312067,-87.631046339,"(41.694312, -87.631046)"
10007031,HY196398,03/08/2015 09:00:00 AM,082XX S EVANS AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,false,false,0631,006,6,44,11,1182660,1850549,2015,08/17/2015 03:03:40 PM,41.745114521,-87.606278737,"(41.745115, -87.606279)"
10009684,HY199045,03/08/2015 04:00:00 AM,018XX N SHEFFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1813,018,43,7,11,1169343,1912524,2015,08/17/2015 03:03:40 PM,41.915478306,-87.653276515,"(41.915478, -87.653277)"
10012713,HY202475,03/08/2015 08:00:00 AM,084XX S EXCHANGE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0423,004,10,46,26,1197281,1849663,2015,08/17/2015 03:03:40 PM,41.742331781,-87.552735548,"(41.742332, -87.552736)"
10033820,HY223111,11/02/2014 08:00:00 AM,030XX N DRAKE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1412,014,35,21,02,1152188,1920160,2014,02/04/2016 06:33:39 AM,41.93678811,-87.71610066,"(41.936788, -87.716101)"
10158010,HY347156,07/19/2015 03:44:00 PM,016XX W 46TH ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,true,false,0924,009,3,61,15,1165992,1874208,2015,04/25/2016 03:49:09 PM,41.8104081,-87.666680826,"(41.810408, -87.666681)"
10292456,HY480215,11/02/2014 05:00:00 AM,052XX W CHICAGO AVE,0810,THEFT,OVER $500,RESTAURANT,false,false,1524,015,37,25,06,,,2014,02/04/2016 06:33:39 AM,,,
10296227,HY484424,11/01/2015 02:50:00 AM,028XX W 47TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0922,009,14,58,16,1158073,1873363,2015,11/08/2015 03:53:19 PM,41.808254208,-87.695749933,"(41.808254, -87.69575)"
10296236,HY484377,11/01/2015 02:07:00 AM,015XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,STREET,true,false,1424,014,1,24,08B,1163043,1910387,2015,11/08/2015 03:53:19 PM,41.909748978,-87.676482203,"(41.909749, -87.676482)"
10296237,HY484383,11/01/2015 02:10:00 AM,048XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0224,002,3,38,14,1177976,1872910,2015,11/08/2015 03:53:19 PM,41.806582764,-87.622764529,"(41.806583, -87.622765)"
10296250,HY484430,11/01/2015 02:29:00 AM,008XX N ORLEANS ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1823,018,27,8,08B,1173756,1906378,2015,11/08/2015 03:53:19 PM,41.898516209,-87.637246929,"(41.898516, -87.637247)"
10296255,HY484441,11/01/2015 02:20:00 AM,052XX W CRYSTAL ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,2532,025,37,25,04B,1141158,1907822,2015,11/08/2015 03:53:19 PM,41.903142075,-87.756942602,"(41.903142, -87.756943)"
10296258,HY484440,11/01/2015 02:48:00 AM,050XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,2533,025,37,25,14,1142693,1907524,2015,11/08/2015 03:53:19 PM,41.902295889,-87.751311591,"(41.902296, -87.751312)"
10296260,HY484425,11/01/2015 02:33:00 AM,014XX W 59TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0713,007,16,67,15,1167897,1865624,2015,11/19/2015 04:01:22 PM,41.786811853,-87.659940159,"(41.786812, -87.65994)"
10296265,HY484434,11/01/2015 03:11:00 AM,055XX S PEORIA ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0712,007,16,68,07,1171254,1867989,2015,11/08/2015 03:53:19 PM,41.79322887,-87.647562453,"(41.793229, -87.647562)"
10296272,HY484442,11/01/2015 03:07:00 AM,033XX N HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,true,false,1924,019,44,6,14,1170327,1922601,2015,11/08/2015 03:53:19 PM,41.943108594,-87.649366085,"(41.943109, -87.649366)"
10296278,HY484431,11/01/2015 02:05:00 AM,008XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,MOVIE HOUSE/THEATER,false,false,1933,019,44,6,06,1169880,1921449,2015,11/08/2015 03:53:19 PM,41.939957234,-87.651042721,"(41.939957, -87.651043)"
10296282,HY484436,11/01/2015 02:50:00 AM,059XX S CENTRAL AVE,1335,CRIMINAL TRESPASS,TO AIRPORT,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,true,false,0813,008,23,64,26,1140061,1864871,2015,11/08/2015 03:53:19 PM,41.785298412,-87.762021668,"(41.785298, -87.762022)"
10296283,HY484444,11/01/2015 02:55:00 AM,029XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1733,017,33,16,08B,1156113,1926446,2015,11/08/2015 03:53:19 PM,41.953958866,-87.701505417,"(41.953959, -87.701505)"
10296286,HY484407,11/01/2015 02:00:00 AM,065XX S CALIFORNIA AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0831,008,15,66,03,1158835,1861249,2015,11/08/2015 03:53:19 PM,41.77499619,-87.69328587,"(41.774996, -87.693286)"
10296288,HY484367,11/01/2015 02:00:00 AM,059XX S KEDZIE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0824,008,16,66,08B,1156071,1864973,2015,11/08/2015 03:53:19 PM,41.785271399,-87.703318377,"(41.785271, -87.703318)"
10296295,HY484451,11/01/2015 03:27:00 AM,040XX S ASHLAND AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0924,009,11,61,18,1166350,1877904,2015,11/08/2015 03:53:19 PM,41.820542702,-87.665262328,"(41.820543, -87.665262)"
10296296,HY484454,11/01/2015 03:07:00 AM,037XX W ARMITAGE AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,true,false,2535,025,26,22,18,1151200,1913031,2015,11/08/2015 03:53:19 PM,41.917244985,-87.719919149,"(41.917245, -87.719919)"
10296298,HY484475,11/01/2015 03:35:00 AM,011XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,true,false,1824,018,42,8,14,1176077,1908186,2015,11/08/2015 03:53:19 PM,41.903425456,-87.62866759,"(41.903425, -87.628668)"
10296300,HY484483,11/01/2015 02:30:00 AM,054XX S DEARBORN ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0225,002,3,40,08A,1176912,1868706,2015,11/08/2015 03:53:19 PM,41.795070663,-87.626793634,"(41.795071, -87.626794)"
10296301,HY484385,11/01/2015 02:27:00 AM,014XX N PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2534,025,30,23,15,1149454,1909267,2015,04/14/2016 03:46:12 PM,41.906950297,-87.726431874,"(41.90695, -87.726432)"
10296309,HY484476,11/01/2015 03:46:00 AM,022XX N LINCOLN AVE,0810,THEFT,OVER $500,STREET,true,false,1812,018,43,7,06,1171611,1915159,2015,11/08/2015 03:53:19 PM,41.922659223,-87.644866435,"(41.922659, -87.644866)"
10296310,HY484401,11/01/2015 02:30:00 AM,060XX W GUNNISON ST,0460,BATTERY,SIMPLE,STREET,true,false,1622,016,45,11,08B,1134702,1931601,2015,11/08/2015 03:53:19 PM,41.968510876,-87.780093519,"(41.968511, -87.780094)"
10296311,HY484457,11/01/2015 03:21:00 AM,001XX W ONTARIO ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1832,018,42,8,08B,1174913,1904451,2015,11/08/2015 03:53:19 PM,41.893202581,-87.633055154,"(41.893203, -87.633055)"
10296313,HY484472,11/01/2015 03:45:00 AM,001XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,1122,011,28,26,03,1149756,1898895,2015,11/08/2015 03:53:19 PM,41.878482571,-87.725592362,"(41.878483, -87.725592)"
10296314,HY484443,11/01/2015 02:19:00 AM,025XX W DEVON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2412,024,50,2,14,1158266,1942393,2015,11/08/2015 03:53:19 PM,41.997674376,-87.693152616,"(41.997674, -87.693153)"
10296315,HY484450,11/01/2015 02:58:00 AM,015XX W ALBION AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2432,024,40,1,03,1164993,1943932,2015,11/08/2015 03:53:19 PM,42.001756754,-87.66836253,"(42.001757, -87.668363)"
10296317,HY484446,11/01/2015 03:16:00 AM,022XX W ROSEMONT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,2413,024,50,2,03,1160375,1941794,2015,11/08/2015 03:53:19 PM,41.995987171,-87.685411047,"(41.995987, -87.685411)"
10296318,HY484402,11/01/2015 02:01:00 AM,005XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,HOTEL/MOTEL,true,false,0123,001,2,32,08B,1177364,1897937,2015,11/08/2015 03:53:19 PM,41.875272573,-87.624251314,"(41.875273, -87.624251)"
10296320,HY484428,11/01/2015 03:00:00 AM,049XX W POTOMAC AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,false,false,2533,025,37,25,08B,1143297,1908199,2015,11/08/2015 03:53:19 PM,41.904136898,-87.749076093,"(41.904137, -87.749076)"
10296322,HY484437,11/01/2015 02:40:00 AM,002XX S STATE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,true,false,0113,001,42,32,04A,1176417,1899156,2015,11/08/2015 03:53:19 PM,41.878638996,-87.627691486,"(41.878639, -87.627691)"
10296323,HY484456,11/01/2015 03:21:00 AM,021XX S CANAL ST,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,0914,009,25,34,08A,1173530,1890063,2015,11/08/2015 03:53:19 PM,41.853751811,-87.638562073,"(41.853752, -87.638562)"
10296325,HY484495,11/01/2015 04:20:00 AM,032XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0831,008,15,66,08B,1155924,1860011,2015,11/08/2015 03:53:19 PM,41.771657888,-87.703990495,"(41.771658, -87.70399)"
10296327,HY484490,11/01/2015 02:30:00 AM,0000X W ONTARIO ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1832,018,42,8,06,1175969,1904479,2015,11/08/2015 03:53:19 PM,41.893255699,-87.629176054,"(41.893256, -87.629176)"
10296328,HY484390,11/01/2015 02:04:00 AM,0000X W DIVISION ST,0460,BATTERY,SIMPLE,STREET,false,false,1824,018,42,8,08B,1175950,1908370,2015,11/08/2015 03:53:19 PM,41.903933222,-87.629128536,"(41.903933, -87.629129)"
10296329,HY484473,11/01/2015 03:15:00 AM,011XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1923,019,44,6,18,1168146,1924066,2015,11/08/2015 03:53:19 PM,41.947176092,-87.657339826,"(41.947176, -87.65734)"
10296330,HY484487,11/01/2015 04:00:00 AM,055XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1622,016,45,11,08B,1136115,1936442,2015,11/08/2015 03:53:19 PM,41.981769859,-87.774781834,"(41.98177, -87.774782)"
10296332,HY484467,11/01/2015 02:58:00 AM,022XX W 21ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,false,1234,012,25,31,14,1161728,1890027,2015,11/08/2015 03:53:19 PM,41.853906896,-87.681880711,"(41.853907, -87.681881)"
10296335,HY484522,11/01/2015 05:05:00 AM,005XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,RESTAURANT,false,false,0124,001,2,28,06,1173209,1894980,2015,11/08/2015 03:53:19 PM,41.867251542,-87.639594427,"(41.867252, -87.639594)"
10296336,HY484416,11/01/2015 02:30:00 AM,015XX S SAWYER AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1022,010,24,29,04B,1154948,1892216,2015,11/08/2015 03:53:19 PM,41.860052214,-87.70670735,"(41.860052, -87.706707)"
10296340,HY484509,11/01/2015 04:45:00 AM,074XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0733,007,17,68,08B,1171261,1855551,2015,11/08/2015 03:53:19 PM,41.759097368,-87.647900308,"(41.759097, -87.6479)"
10296341,HY484427,11/01/2015 02:37:00 AM,064XX S ABERDEEN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,0724,007,16,68,04A,1170088,1862147,2015,11/08/2015 03:53:19 PM,41.777223184,-87.652007802,"(41.777223, -87.652008)"
10296342,HY484484,11/01/2015 03:40:00 AM,094XX S LAFAYETTE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0634,006,21,49,03,1177596,1842572,2015,11/08/2015 03:53:19 PM,41.723340547,-87.625074428,"(41.723341, -87.625074)"
10296343,HY484392,11/01/2015 02:37:00 AM,082XX S DREXEL AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,false,false,0631,006,8,44,26,1183667,1850596,2015,11/08/2015 03:53:19 PM,41.745220087,-87.602587507,"(41.74522, -87.602588)"
10296344,HY484366,11/01/2015 02:30:00 AM,034XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,true,false,1924,019,44,6,14,1168839,1923312,2015,11/24/2015 03:54:59 PM,41.945092059,-87.6548145,"(41.945092, -87.654814)"
10296345,HY484871,11/01/2015 04:26:00 AM,013XX W WILSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1913,019,46,3,14,1166469,1930665,2015,11/08/2015 03:53:19 PM,41.965320149,-87.663314347,"(41.96532, -87.663314)"
10296346,HY484411,11/01/2015 02:15:00 AM,034XX N JANSSEN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1922,019,44,6,03,1166028,1922975,2015,11/08/2015 03:53:19 PM,41.94422791,-87.665156246,"(41.944228, -87.665156)"
10296349,HY484479,11/01/2015 03:45:00 AM,082XX S ELLIS AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,0631,006,8,44,08A,1184328,1850665,2015,11/08/2015 03:53:19 PM,41.745394001,-87.600163368,"(41.745394, -87.600163)"
10296352,HY484426,11/01/2015 02:30:00 AM,032XX N KENNETH AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,true,1731,017,31,16,26,1146146,1921117,2015,11/08/2015 03:53:19 PM,41.939531427,-87.738281596,"(41.939531, -87.738282)"
10296353,HY484429,11/01/2015 02:44:00 AM,035XX W CULLOM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1723,017,33,16,08B,1152072,1928353,2015,11/08/2015 03:53:19 PM,41.959272598,-87.716310214,"(41.959273, -87.71631)"
10296355,HY484530,11/01/2015 02:00:00 AM,048XX S KEELER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0815,008,23,57,08A,1149176,1872263,2015,11/08/2015 03:53:19 PM,41.805412133,-87.728410758,"(41.805412, -87.728411)"
10296356,HY484505,11/01/2015 02:15:00 AM,041XX W LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1712,017,39,14,07,1148110,1931582,2015,11/08/2015 03:53:19 PM,41.968210572,-87.730792843,"(41.968211, -87.730793)"
10296358,HY484515,11/01/2015 04:06:00 AM,064XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0314,003,5,42,08B,1187984,1862596,2015,11/08/2015 03:53:19 PM,41.778047465,-87.586387726,"(41.778047, -87.586388)"
10296364,HY484379,11/01/2015 02:05:00 AM,011XX N LOREL AVE,0560,ASSAULT,SIMPLE,STREET,false,true,1524,015,37,25,08A,1140465,1907141,2015,11/08/2015 03:53:19 PM,41.90128608,-87.759504898,"(41.901286, -87.759505)"
10296365,HY484502,11/01/2015 04:30:00 AM,048XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1533,015,28,25,08B,1144133,1898893,2015,11/08/2015 03:53:19 PM,41.878584489,-87.746239104,"(41.878584, -87.746239)"
10296366,HY484508,11/01/2015 04:30:00 AM,048XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1533,015,28,25,08B,1144158,1898893,2015,11/08/2015 03:53:19 PM,41.878584019,-87.746147308,"(41.878584, -87.746147)"
10296367,HY484497,11/01/2015 03:00:00 AM,004XX N PAULINA ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1215,012,26,24,02,1164982,1903332,2015,11/08/2015 03:53:19 PM,41.890348585,-87.669559674,"(41.890349, -87.66956)"
10296368,HY484525,11/01/2015 05:10:00 AM,004XX W 119TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,true,0522,005,34,53,26,1175532,1826000,2015,11/08/2015 03:53:19 PM,41.677910904,-87.633128177,"(41.677911, -87.633128)"
10296369,HY484501,11/01/2015 04:00:00 AM,028XX W 22ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1033,010,12,30,08B,1157592,1888923,2015,11/08/2015 03:53:19 PM,41.850962503,-87.697091466,"(41.850963, -87.697091)"
10296371,HY484496,11/01/2015 02:00:00 AM,042XX W 26TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,false,false,1013,010,22,30,02,1148442,1886380,2015,11/08/2015 03:53:19 PM,41.844165307,-87.730739666,"(41.844165, -87.73074)"
10296373,HY484474,11/01/2015 02:00:00 AM,039XX W ROOSEVELT RD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1011,010,24,29,04B,1150483,1894425,2015,11/08/2015 03:53:19 PM,41.866202226,-87.723039647,"(41.866202, -87.72304)"
10296377,HY484396,11/01/2015 02:38:00 AM,013XX S TRIPP AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1011,010,24,29,15,1148265,1893453,2015,11/08/2015 03:53:19 PM,41.863577921,-87.731207214,"(41.863578, -87.731207)"
10296378,HY484482,11/01/2015 02:56:00 AM,031XX W GRAND AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,false,1211,012,26,23,02,1155452,1905849,2015,11/08/2015 03:53:19 PM,41.897452434,-87.704490626,"(41.897452, -87.704491)"
10296379,HY484514,11/01/2015 04:40:00 AM,090XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2223,022,21,71,08B,1172899,1844761,2015,11/08/2015 03:53:19 PM,41.729452225,-87.642214732,"(41.729452, -87.642215)"
10296380,HY484548,11/01/2015 06:20:00 AM,0000X E 111TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0513,005,9,49,07,1178585,1831378,2015,11/08/2015 03:53:19 PM,41.692600301,-87.621790629,"(41.6926, -87.621791)"
10296382,HY484531,11/01/2015 04:15:00 AM,0000X W DIVISION ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1824,018,42,8,06,1175939,1908370,2015,11/08/2015 03:53:19 PM,41.90393347,-87.629168941,"(41.903933, -87.629169)"
10296383,HY484524,11/01/2015 02:30:00 AM,013XX W NORTH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1433,014,32,24,06,1167142,1910772,2015,11/08/2015 03:53:19 PM,41.910718318,-87.661413173,"(41.910718, -87.661413)"
10296385,HY484542,11/01/2015 05:00:00 AM,012XX S ST LOUIS AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1021,010,24,29,26,1153227,1894321,2015,11/08/2015 03:53:19 PM,41.865862866,-87.712968883,"(41.865863, -87.712969)"
10296390,HY484556,11/01/2015 05:55:00 AM,049XX W AUGUSTA BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1531,015,37,25,18,1143344,1906200,2015,11/08/2015 03:53:19 PM,41.898650538,-87.748953467,"(41.898651, -87.748953)"
10296391,HY484558,11/01/2015 05:00:00 AM,048XX N WESTERN AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,2031,020,47,4,18,1159485,1932306,2015,11/08/2015 03:53:19 PM,41.969970127,-87.688947525,"(41.96997, -87.688948)"
10296394,HY484549,11/01/2015 06:35:00 AM,058XX S SPRINGFIELD AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,false,false,0822,008,13,62,26,1151377,1865374,2015,11/08/2015 03:53:19 PM,41.786464898,-87.720518395,"(41.786465, -87.720518)"
10296396,HY484527,11/01/2015 05:02:00 AM,016XX W WEBSTER AVE,0460,BATTERY,SIMPLE,STREET,true,false,1432,014,32,22,08B,1164995,1914701,2015,11/08/2015 03:53:19 PM,41.921545627,-87.669188669,"(41.921546, -87.669189)"
10296399,HY484575,11/01/2015 07:16:00 AM,064XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,2513,025,36,25,14,1132854,1910605,2015,11/08/2015 03:53:19 PM,41.910928039,-87.787380336,"(41.910928, -87.78738)"
10296402,HY484568,11/01/2015 05:25:00 AM,054XX W IOWA ST,1020,ARSON,BY FIRE,RESIDENCE,false,false,1524,015,37,25,09,1139690,1905465,2015,11/08/2015 03:53:19 PM,41.896701124,-87.762392557,"(41.896701, -87.762393)"
10296404,HY484561,11/01/2015 06:46:00 AM,0000X W VAN BUREN ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0113,001,2,32,08B,1176101,1898522,2015,11/08/2015 03:53:19 PM,41.876906386,-87.628870868,"(41.876906, -87.628871)"
10296405,HY484583,11/01/2015 07:00:00 AM,091XX S CRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0413,004,7,48,14,1193095,1844812,2015,11/08/2015 03:53:19 PM,41.729123376,-87.568230754,"(41.729123, -87.568231)"
10296411,HY484593,11/01/2015 07:10:00 AM,043XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SPORTS ARENA/STADIUM,false,false,1013,010,22,29,08B,1147859,1889021,2015,11/08/2015 03:53:19 PM,41.85142376,-87.73281142,"(41.851424, -87.732811)"
10296412,HY484612,11/01/2015 08:10:00 AM,071XX S JEFFERY BLVD,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,false,false,0333,003,5,43,06,1190777,1858141,2015,11/08/2015 03:53:19 PM,41.765755571,-87.576292427,"(41.765756, -87.576292)"
10296415,HY484513,11/01/2015 03:30:00 AM,003XX W ERIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,false,false,1831,018,42,8,08B,1174061,1904721,2015,11/08/2015 03:53:19 PM,41.893962515,-87.636176148,"(41.893963, -87.636176)"
10296418,HY484613,11/01/2015 08:05:00 AM,020XX W JARVIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2424,024,49,1,14,1161097,1948779,2015,11/08/2015 03:53:19 PM,42.015139187,-87.682559835,"(42.015139, -87.68256)"
10296421,HY484588,11/01/2015 06:15:00 AM,032XX N LARAMIE AVE,031B,ROBBERY,ARMED: OTHER FIREARM,STREET,true,false,1634,016,38,15,03,1141125,1921243,2015,03/12/2016 03:46:45 PM,41.93997134,-87.756732343,"(41.939971, -87.756732)"
10296422,HY484552,11/01/2015 05:45:00 AM,055XX W IRVING PARK RD,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,1633,016,38,15,04A,1138706,1926048,2015,11/08/2015 03:53:19 PM,41.95320104,-87.765506065,"(41.953201, -87.765506)"
10296423,HY484547,11/01/2015 06:02:00 AM,056XX W LELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1622,016,45,15,08B,1137975,1930689,2015,11/08/2015 03:53:19 PM,41.965949639,-87.768080777,"(41.96595, -87.768081)"
10296431,HY484557,11/01/2015 05:30:00 AM,039XX S WENTWORTH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,0925,009,3,37,04B,1175580,1879076,2015,11/08/2015 03:53:19 PM,41.823556849,-87.631367455,"(41.823557, -87.631367)"
10296437,HY484621,11/01/2015 07:58:00 AM,0000X W CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,false,false,1832,018,42,8,08B,1175959,1905721,2015,11/08/2015 03:53:19 PM,41.896664035,-87.629175344,"(41.896664, -87.629175)"
10296438,HY484562,11/01/2015 06:15:00 AM,0000X E 111TH ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0513,005,9,49,07,1178585,1831378,2015,11/08/2015 03:53:19 PM,41.692600301,-87.621790629,"(41.6926, -87.621791)"
10296448,HY484420,11/01/2015 02:30:00 AM,003XX W 101ST PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,0511,005,9,49,04B,1175803,1837624,2015,11/08/2015 03:53:19 PM,41.709802845,-87.631789692,"(41.709803, -87.63179)"
10296459,HY484520,11/01/2015 04:45:00 AM,075XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0612,006,17,71,08B,1170619,1854837,2015,11/08/2015 03:53:19 PM,41.757152073,-87.650273983,"(41.757152, -87.650274)"
10296460,HY484633,11/01/2015 08:10:00 AM,076XX S LAFAYETTE AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,false,false,0623,006,6,69,26,1177159,1854420,2015,11/08/2015 03:53:19 PM,41.755862783,-87.626318576,"(41.755863, -87.626319)"
10296461,HY484656,11/01/2015 02:00:00 AM,053XX S CORNELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,true,false,0234,002,5,41,26,1188158,1870244,2015,11/08/2015 03:53:19 PM,41.799030006,-87.585505972,"(41.79903, -87.585506)"
10296469,HY484672,11/01/2015 08:40:00 AM,051XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,0935,009,3,61,06,1171836,1870955,2015,11/08/2015 03:53:19 PM,41.801355133,-87.645341277,"(41.801355, -87.645341)"
10296475,HY484461,11/01/2015 03:00:00 AM,050XX W WEST END AVE,0890,THEFT,FROM BUILDING,APARTMENT,true,false,1532,015,28,25,06,1142742,1900513,2015,11/09/2015 03:50:59 PM,41.883055966,-87.751306293,"(41.883056, -87.751306)"
