ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2422070,HH741003,10/27/2002 02:41:00 AM,065XX W ADDISON ST,0870,THEFT,POCKET-PICKING,STREET,false,false,1632,016,36,17,06,1131960,1923230,2002,04/15/2016 08:55:02 AM,41.945588113,-87.79037094,"(41.945588, -87.790371)"
2422080,HH741146,10/27/2002 05:53:00 AM,010XX W WOLFRAM ST,1025,ARSON,AGGRAVATED,RESIDENCE,false,false,1932,019,44,6,09,1168932,1919101,2002,04/15/2016 08:55:02 AM,41.933534867,-87.65459522,"(41.933535, -87.654595)"
2422144,HH741121,10/27/2002 04:54:00 AM,078XX S ESSEX AVE,0460,BATTERY,SIMPLE,STREET,false,false,0421,004,7,43,08B,1194218,1853568,2002,04/15/2016 08:55:02 AM,41.753123114,-87.563830192,"(41.753123, -87.56383)"
2422167,HH741029,10/27/2002 02:55:00 AM,003XX E 136TH PL,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0533,005,9,54,05,1180741,1814793,2002,04/15/2016 08:55:02 AM,41.64703943,-87.614403759,"(41.647039, -87.614404)"
2422202,HH741343,10/27/2002 08:00:00 AM,023XX W MOFFAT ST,0810,THEFT,OVER $500,STREET,false,false,1434,014,1,22,06,1160387,1912184,2002,04/15/2016 08:55:02 AM,41.914735479,-87.686189422,"(41.914735, -87.686189)"
2422208,HH741360,10/27/2002 03:00:00 AM,086XX S KENTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0834,008,18,70,06,1147274,1846864,2002,04/15/2016 08:55:02 AM,41.735749514,-87.736033563,"(41.73575, -87.736034)"
2422271,HH740975,10/27/2002 02:20:00 AM,023XX N LINCOLN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1812,018,43,7,08B,1171057,1915681,2002,04/15/2016 08:55:02 AM,41.924103803,-87.646886639,"(41.924104, -87.646887)"
2422278,HH741145,10/27/2002 04:30:00 AM,022XX N LINCOLN PARK WEST,0460,BATTERY,SIMPLE,STREET,false,false,1814,018,43,7,08B,1173896,1915101,2002,04/15/2016 08:55:02 AM,41.922449421,-87.636472422,"(41.922449, -87.636472)"
2422298,HH741017,10/27/2002 02:39:13 AM,007XX E 50TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,0223,002,4,38,04A,1181958,1871689,2002,04/15/2016 08:55:02 AM,41.803140971,-87.608197825,"(41.803141, -87.608198)"
2422310,HH741413,10/27/2002 04:00:00 AM,025XX W ARDMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2011,020,40,2,14,1158378,1938428,2002,04/15/2016 08:55:02 AM,41.986791958,-87.692849697,"(41.986792, -87.69285)"
2422324,HH741431,10/27/2002 02:00:00 AM,046XX N HARDING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1723,017,39,14,26,1149221,1930619,2002,04/15/2016 08:55:02 AM,41.965546519,-87.726732801,"(41.965547, -87.726733)"
2422366,HH741067,10/27/2002 02:30:00 AM,012XX W 96TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,2213,022,21,73,14,1169686,1840995,2002,04/15/2016 08:55:02 AM,41.719187957,-87.65409366,"(41.719188, -87.654094)"
2422368,HH740976,10/27/2002 02:23:04 AM,008XX W NEWPORT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,2331,019,44,6,08B,1170023,1923111,2002,04/15/2016 08:55:02 AM,41.944514706,-87.650468494,"(41.944515, -87.650468)"
2422391,HH741154,10/27/2002 05:42:38 AM,002XX E 57TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0233,002,20,40,08B,1178713,1867274,2002,04/15/2016 08:55:02 AM,41.79110031,-87.620232966,"(41.7911, -87.620233)"
2422396,HH741082,10/27/2002 03:30:00 AM,029XX W 102ND PL,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2211,022,19,72,08B,1158489,1836527,2002,04/15/2016 08:55:02 AM,41.707162083,-87.695226273,"(41.707162, -87.695226)"
2422400,HH741541,10/27/2002 02:00:00 AM,008XX W BLACKHAWK ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1822,018,32,8,06,1170504,1910012,2002,04/15/2016 08:55:02 AM,41.9085599,-87.649084761,"(41.90856, -87.649085)"
2422446,HH741627,10/27/2002 03:30:00 AM,051XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,2033,020,46,3,14,1165105,1934034,2002,04/15/2016 08:55:02 AM,41.974593971,-87.668233282,"(41.974594, -87.668233)"
2422470,HH741702,10/27/2002 03:30:00 AM,047XX S PAULINA ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0931,009,20,61,03,1165807,1873375,2002,04/15/2016 08:55:02 AM,41.808126189,-87.667383061,"(41.808126, -87.667383)"
2422477,HH741183,10/27/2002 05:30:00 AM,059XX S MORGAN ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0712,007,16,68,03,1170659,1865532,2002,04/15/2016 08:55:02 AM,41.786499587,-87.649815884,"(41.7865, -87.649816)"
2422488,HH741754,10/27/2002 04:00:00 AM,025XX N KEDZIE BLVD,0810,THEFT,OVER $500,STREET,false,false,1414,014,35,22,06,1154610,1916718,2002,04/15/2016 08:55:02 AM,41.927294801,-87.707291815,"(41.927295, -87.707292)"
2422496,HH741798,10/27/2002 08:00:00 AM,079XX S ELLIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0624,006,8,44,26,1184271,1852515,2002,04/15/2016 08:55:02 AM,41.750471926,-87.600314475,"(41.750472, -87.600314)"
2422517,HH741261,10/27/2002 08:30:00 AM,057XX S THROOP ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0713,007,16,67,08B,1168637,1866737,2002,04/15/2016 08:55:02 AM,41.789850121,-87.657194831,"(41.78985, -87.657195)"
2422521,HH741865,10/27/2002 02:00:00 AM,014XX W BERWYN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2013,020,48,77,26,1165640,1935297,2002,04/15/2016 08:55:02 AM,41.97804827,-87.666229762,"(41.978048, -87.66623)"
2422533,HH741886,10/27/2002 06:10:00 AM,025XX S ARCHER AVE,0810,THEFT,OVER $500,OTHER,false,false,0923,009,11,60,06,1171319,1887608,2002,04/15/2016 08:55:02 AM,41.847063892,-87.64674925,"(41.847064, -87.646749)"
2422564,HH741969,10/27/2002 02:00:00 AM,023XX W SUPERIOR ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1313,012,1,24,26,1160648,1904940,2002,04/15/2016 08:55:02 AM,41.894851969,-87.685431552,"(41.894852, -87.685432)"
2422567,HH741978,10/27/2002 02:30:00 AM,022XX N NATCHEZ AVE,0810,THEFT,OVER $500,STREET,false,false,2512,025,36,19,06,1132713,1914302,2002,04/15/2016 08:55:02 AM,41.921075527,-87.787811941,"(41.921076, -87.787812)"
2422586,HH742002,10/27/2002 08:00:00 AM,074XX S SOUTH SHORE DR,0810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,false,false,0334,003,7,43,06,1195653,1856777,2002,04/15/2016 08:55:02 AM,41.761893505,-87.55846566,"(41.761894, -87.558466)"
2422621,HH742070,10/27/2002 08:00:00 AM,047XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),true,false,0231,002,3,38,07,1177955,1873669,2002,04/15/2016 08:55:02 AM,41.808666004,-87.622818536,"(41.808666, -87.622819)"
2422622,HH742107,10/27/2002 02:00:00 AM,072XX N CLAREMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,2411,024,49,2,26,1159380,1947886,2002,04/15/2016 08:55:02 AM,42.012724416,-87.688902516,"(42.012724, -87.688903)"
2422639,HH742154,10/27/2002 07:00:00 AM,018XX N KIMBALL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1422,014,26,22,05,1153409,1912081,2002,04/15/2016 08:55:02 AM,41.914594459,-87.711828506,"(41.914594, -87.711829)"
2422655,HH742191,10/27/2002 08:00:00 AM,075XX S PARNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0621,006,17,69,14,1173853,1854879,2002,04/15/2016 08:55:02 AM,41.757196252,-87.638420668,"(41.757196, -87.638421)"
2422681,HH742066,10/27/2002 02:00:00 AM,025XX N LINCOLN AVE,0870,THEFT,POCKET-PICKING,TAVERN/LIQUOR STORE,false,false,1933,019,43,7,06,1169697,1916963,2002,04/15/2016 08:55:02 AM,41.927651441,-87.651846356,"(41.927651, -87.651846)"
2422683,HH742308,10/27/2002 02:30:00 AM,002XX E WACKER DR,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,0124,001,42,32,06,1177956,1902587,2002,04/15/2016 08:55:02 AM,41.888018979,-87.621936228,"(41.888019, -87.621936)"
2422711,HH742499,10/27/2002 03:00:00 AM,080XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0834,008,13,70,07,1151119,1851093,2002,04/15/2016 08:55:02 AM,41.747280543,-87.721836627,"(41.747281, -87.721837)"
2422753,HH741085,10/27/2002 04:00:00 AM,036XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0922,009,11,59,14,1165613,1880550,2002,04/15/2016 08:55:02 AM,41.827819302,-87.667890806,"(41.827819, -87.667891)"
2422779,HH741690,10/27/2002 03:00:00 AM,020XX S PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1223,012,25,31,06,1165354,1890334,2002,04/15/2016 08:55:02 AM,41.854673072,-87.668563209,"(41.854673, -87.668563)"
2422799,HH740899,10/27/2002 02:00:00 AM,006XX W DEMING PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1933,019,43,7,05,1171539,1917080,2002,04/15/2016 08:55:02 AM,41.927932121,-87.64507433,"(41.927932, -87.645074)"
2422842,HH741100,10/27/2002 03:45:00 AM,026XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1911,019,47,4,08B,1158087,1931785,2002,04/15/2016 08:55:02 AM,41.968569215,-87.694102327,"(41.968569, -87.694102)"
2422848,HH741306,10/27/2002 08:45:00 AM,012XX W GEORGE ST,1570,SEX OFFENSE,PUBLIC INDECENCY,ALLEY,false,false,1932,019,32,6,17,1167627,1919393,2002,04/15/2016 08:55:02 AM,41.934364379,-87.659382563,"(41.934364, -87.659383)"
2422857,HH741873,10/27/2002 03:00:00 AM,043XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1922,019,47,5,06,1163594,1928762,2002,04/15/2016 08:55:02 AM,41.960159439,-87.67393888,"(41.960159, -87.673939)"
2422911,HH741206,10/27/2002 07:15:04 AM,090XX S OGLESBY AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0413,004,7,48,03,,,2002,08/17/2015 03:03:40 PM,,,
2422969,HH741149,10/27/2002 05:31:48 AM,085XX S ESCANABA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0423,004,10,46,05,1196965,1848964,2002,04/15/2016 08:55:02 AM,41.74042153,-87.553916542,"(41.740422, -87.553917)"
2422970,HH741194,10/27/2002 07:00:00 AM,019XX S CALIFORNIA AVE,0810,THEFT,OVER $500,ALLEY,false,false,1022,010,12,30,06,1157995,1890571,2002,04/15/2016 08:55:02 AM,41.85547659,-87.695567442,"(41.855477, -87.695567)"
2423011,HH741177,10/27/2002 06:40:25 AM,104XX S HOXIE AVE,0820,THEFT,$500 AND UNDER,FIRE STATION,false,false,0434,004,10,51,06,1195188,1836190,2002,04/15/2016 08:55:02 AM,41.705412491,-87.560847114,"(41.705412, -87.560847)"
2423103,HH741011,10/27/2002 02:05:00 AM,023XX W LYNDALE ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,1432,014,32,22,03,1160251,1915060,2002,04/15/2016 08:55:02 AM,41.922630245,-87.686609388,"(41.92263, -87.686609)"
2423120,HH741262,10/27/2002 08:25:00 AM,063XX N WINTHROP AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2433,024,48,77,08B,1167706,1942255,2002,04/15/2016 08:55:02 AM,41.997096784,-87.658430436,"(41.997097, -87.65843)"
2423138,HH741090,10/27/2002 04:22:43 AM,099XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0431,004,10,51,14,1197859,1839517,2002,04/15/2016 08:55:02 AM,41.714475917,-87.550955694,"(41.714476, -87.550956)"
2423152,HH741298,10/27/2002 08:53:47 AM,045XX N SHERIDAN RD,0460,BATTERY,SIMPLE,STREET,false,false,2313,019,46,3,08B,1168797,1930135,2002,04/15/2016 08:55:02 AM,41.963815538,-87.654770303,"(41.963816, -87.65477)"
2423220,HH741013,10/27/2002 02:30:00 AM,045XX N KASSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1722,017,39,14,08B,1147732,1930002,2002,04/15/2016 08:55:02 AM,41.963882222,-87.732223496,"(41.963882, -87.732223)"
2423233,HH741030,10/27/2002 03:00:00 AM,051XX N CHRISTIANA AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,1713,017,39,13,08B,1153116,1934012,2002,04/15/2016 08:55:02 AM,41.974780556,-87.712321209,"(41.974781, -87.712321)"
2423257,HH741291,10/27/2002 08:30:00 AM,034XX N KENTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1731,017,30,16,08B,1145117,1922472,2002,04/15/2016 08:55:02 AM,41.943269207,-87.742029157,"(41.943269, -87.742029)"
2423277,HH742047,10/27/2002 02:00:00 AM,074XX S EMERALD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0732,007,17,68,05,1172585,1855665,2002,04/15/2016 08:55:02 AM,41.759381147,-87.643044566,"(41.759381, -87.643045)"
2423289,HH740963,10/27/2002 02:03:52 AM,085XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0632,006,6,44,08B,1179524,1848396,2002,04/15/2016 08:55:02 AM,41.739278573,-87.617835033,"(41.739279, -87.617835)"
2423303,HH741126,10/27/2002 04:34:12 AM,005XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,true,false,0132,001,2,32,06,1177364,1897937,2002,04/15/2016 08:55:02 AM,41.875272573,-87.624251314,"(41.875273, -87.624251)"
2423342,HH741007,10/27/2002 02:48:42 AM,078XX S LOOMIS BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0612,006,17,71,06,1168361,1852690,2002,04/15/2016 08:55:02 AM,41.751309313,-87.65861091,"(41.751309, -87.658611)"
2423357,HH743146,10/27/2002 08:30:00 AM,026XX E 74TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0334,003,7,43,07,1195357,1856811,2002,04/15/2016 08:55:02 AM,41.761994115,-87.55954939,"(41.761994, -87.559549)"
2423370,HH741078,10/27/2002 03:30:58 AM,005XX E 90TH ST,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,false,false,0633,006,6,44,02,1181318,1845420,2002,04/15/2016 08:55:02 AM,41.731070963,-87.611353652,"(41.731071, -87.611354)"
2423394,HH741118,10/27/2002 04:10:00 AM,055XX N CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,DRUG STORE,false,false,2013,020,48,77,05,1165024,1936693,2002,04/15/2016 08:55:02 AM,41.981892081,-87.668455248,"(41.981892, -87.668455)"
2423412,HH741110,10/27/2002 04:46:26 AM,075XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,true,false,0623,006,6,69,08B,1180210,1855206,2002,04/15/2016 08:55:02 AM,41.757950303,-87.615113401,"(41.75795, -87.615113)"
2423447,HH741058,10/27/2002 03:15:00 AM,028XX N CICERO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2521,025,31,19,03,1143901,1918282,2002,04/15/2016 08:55:02 AM,41.931794384,-87.746604024,"(41.931794, -87.746604)"
2423471,HH741204,10/27/2002 07:00:00 AM,005XX W DIVISION ST,0450,BATTERY,AGGRAVATED PO: HANDGUN,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,1821,018,27,8,04B,1172309,1908265,2002,04/15/2016 08:55:02 AM,41.903726336,-87.64250581,"(41.903726, -87.642506)"
2423499,HH741087,10/27/2002 03:32:38 AM,075XX S HALSTED ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,true,false,0621,006,17,68,02,1172272,1854914,2002,04/15/2016 08:55:02 AM,41.757327195,-87.644213747,"(41.757327, -87.644214)"
2423519,HH741340,10/27/2002 08:57:08 AM,006XX E 41ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0213,002,4,38,08B,1181095,1877942,2002,04/15/2016 08:55:02 AM,41.82031964,-87.611170104,"(41.82032, -87.61117)"
2423560,HH741185,10/27/2002 06:30:00 AM,031XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,2113,002,3,35,08B,1176789,1884290,2002,04/15/2016 08:55:02 AM,41.837837294,-87.626774783,"(41.837837, -87.626775)"
2423564,HH741091,10/27/2002 04:04:00 AM,010XX N LAWLER AVE,041B,BATTERY,AGGRAVATED: OTHER FIREARM,STREET,false,false,1531,015,37,25,04B,1142504,1906467,2002,04/15/2016 08:55:02 AM,41.899398877,-87.752032134,"(41.899399, -87.752032)"
2423571,HH741099,10/27/2002 04:21:57 AM,097XX S BEVERLY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,2213,022,21,73,14,1167766,1840193,2002,04/15/2016 08:55:02 AM,41.717028499,-87.661148957,"(41.717028, -87.661149)"
2423591,HH743247,10/27/2002 08:00:00 AM,009XX N LECLAIRE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,1531,015,37,25,04B,1142189,1905675,2002,04/15/2016 08:55:02 AM,41.897231388,-87.75320881,"(41.897231, -87.753209)"
2423599,HH741315,10/27/2002 08:30:00 AM,016XX E 53RD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2132,002,4,41,05,1188028,1870446,2002,04/15/2016 08:55:02 AM,41.799587411,-87.585976264,"(41.799587, -87.585976)"
2423611,HH741049,10/27/2002 03:19:59 AM,117XX S ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,2212,022,19,75,08B,1162169,1826739,2002,04/15/2016 08:55:02 AM,41.680226453,-87.682021049,"(41.680226, -87.682021)"
2423616,HH741160,10/27/2002 05:34:31 AM,032XX W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,false,false,1022,010,24,30,14,1155271,1889197,2002,04/15/2016 08:55:02 AM,41.851761264,-87.705602716,"(41.851761, -87.705603)"
2423617,HH741217,10/27/2002 08:00:00 AM,0000X W GARFIELD BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0232,002,3,40,03,,,2002,08/17/2015 03:03:40 PM,,,
2423620,HH741075,10/27/2002 03:40:00 AM,080XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0611,006,21,71,03,1167073,1851373,2002,04/15/2016 08:55:02 AM,41.747722901,-87.663368387,"(41.747723, -87.663368)"
2423624,HH741368,10/27/2002 08:30:00 AM,016XX E 53RD ST,0610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,false,false,2132,002,4,41,05,1188009,1870445,2002,04/15/2016 08:55:02 AM,41.79958512,-87.586045973,"(41.799585, -87.586046)"
2423637,HH741237,10/27/2002 08:00:00 AM,082XX S LA SALLE ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,0622,006,21,44,26,1176712,1850335,2002,04/15/2016 08:55:02 AM,41.744663123,-87.628079429,"(41.744663, -87.628079)"
2423645,HH741114,10/27/2002 04:38:00 AM,015XX N FREMONT ST,0820,THEFT,$500 AND UNDER,POLICE FACILITY/VEH PARKING LOT,true,false,1822,018,32,8,06,1169964,1910282,2002,04/15/2016 08:55:02 AM,41.909312599,-87.651060555,"(41.909313, -87.651061)"
2423852,HH741023,10/27/2002 03:02:00 AM,100XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,0511,005,9,49,08B,1178024,1838588,2002,04/15/2016 08:55:02 AM,41.712398249,-87.623627002,"(41.712398, -87.623627)"
2423856,HH742343,10/27/2002 04:00:00 AM,051XX S INDIANA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0232,002,3,40,26,1178475,1870825,2002,04/15/2016 08:55:02 AM,41.800850001,-87.620997757,"(41.80085, -87.620998)"
2424016,HH741043,10/27/2002 02:55:00 AM,009XX W WEED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,false,true,1822,018,32,8,08B,1169814,1910460,2002,04/15/2016 08:55:02 AM,41.909804314,-87.651606387,"(41.909804, -87.651606)"
2424024,HH741128,10/27/2002 04:40:00 AM,009XX W WEED ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1822,018,32,8,08B,1169703,1910457,2002,04/15/2016 08:55:02 AM,41.909798502,-87.65201424,"(41.909799, -87.652014)"
2424051,HH741125,10/27/2002 04:45:00 AM,015XX N KINGSBURY ST,0460,BATTERY,SIMPLE,STREET,true,false,1822,018,32,8,08B,1169474,1910301,2002,04/15/2016 08:55:02 AM,41.909375418,-87.652860031,"(41.909375, -87.65286)"
2424101,HH741073,10/27/2002 03:50:00 AM,004XX N CLARK ST,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,true,false,1831,018,42,8,08A,1175463,1903198,2002,04/15/2016 08:55:02 AM,41.889751946,-87.631072891,"(41.889752, -87.631073)"
2424170,HH741107,10/27/2002 04:00:00 AM,048XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0821,008,14,58,08B,1155852,1872556,2002,04/15/2016 08:55:02 AM,41.806084616,-87.703917769,"(41.806085, -87.703918)"
2424337,HH743828,10/27/2002 07:00:00 AM,099XX S PERRY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0511,005,9,49,26,1177356,1839050,2002,04/15/2016 08:55:02 AM,41.713681123,-87.626059505,"(41.713681, -87.62606)"
2424376,HH741212,10/27/2002 07:36:42 AM,001XX N RACINE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,1212,012,27,28,08B,1168504,1900896,2002,04/15/2016 08:55:02 AM,41.883588537,-87.656695843,"(41.883589, -87.656696)"
2424409,HH741249,10/27/2002 06:00:00 AM,055XX W QUINCY ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1522,015,29,25,07,1139712,1898457,2002,04/15/2016 08:55:02 AM,41.877469888,-87.762482982,"(41.87747, -87.762483)"
2424435,HH741422,10/27/2002 06:24:00 AM,079XX S ST LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0624,006,6,44,07,1181609,1852591,2002,04/15/2016 08:55:02 AM,41.750742298,-87.610066837,"(41.750742, -87.610067)"
2424439,HH742815,10/27/2002 02:00:00 AM,091XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0634,006,6,49,07,1179196,1844430,2002,04/15/2016 08:55:02 AM,41.728402861,-87.619157332,"(41.728403, -87.619157)"
2424443,HH741153,10/27/2002 06:00:00 AM,049XX W FERDINAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1532,015,28,25,14,1143259,1902877,2002,04/15/2016 08:55:02 AM,41.889533428,-87.749348744,"(41.889533, -87.749349)"
2424450,HH744071,10/27/2002 03:15:00 AM,050XX S KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0815,008,23,56,08B,1145877,1870842,2002,04/15/2016 08:55:02 AM,41.801575767,-87.740546283,"(41.801576, -87.740546)"
2424821,HH740987,10/27/2002 03:05:00 AM,030XX S LOCK ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0923,009,11,60,26,1167729,1884521,2002,04/15/2016 08:55:02 AM,41.838670879,-87.660013266,"(41.838671, -87.660013)"
2424878,HH742995,10/27/2002 06:30:00 AM,030XX S KOSTNER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1031,010,22,30,05,1147545,1884024,2002,04/15/2016 08:55:02 AM,41.837717351,-87.734091855,"(41.837717, -87.734092)"
2425157,HH741820,10/27/2002 03:00:00 AM,081XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0614,006,21,71,03,1167087,1850840,2002,04/15/2016 08:55:02 AM,41.746259974,-87.663332294,"(41.74626, -87.663332)"
2425239,HH741039,10/27/2002 02:20:00 AM,102XX S HALSTED ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,2232,022,34,73,08B,1172787,1836849,2002,04/15/2016 08:55:02 AM,41.707743029,-87.642857468,"(41.707743, -87.642857)"
2425282,HH743337,10/27/2002 02:00:00 AM,038XX N AVERS AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1732,017,39,16,07,1150041,1925266,2002,04/15/2016 08:55:02 AM,41.950841528,-87.723857798,"(41.950842, -87.723858)"
2425291,HH743232,10/27/2002 02:00:00 AM,020XX N HALSTED ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1812,018,43,7,06,1170624,1913751,2002,04/15/2016 08:55:02 AM,41.918817288,-87.648534275,"(41.918817, -87.648534)"
2425349,HH741161,10/27/2002 05:45:00 AM,053XX S SEELEY AVE,0810,THEFT,OVER $500,STREET,false,false,0915,009,16,61,06,1163604,1869048,2002,04/15/2016 08:55:02 AM,41.796298932,-87.675584585,"(41.796299, -87.675585)"
2425378,HH741051,10/27/2002 03:13:00 AM,020XX W WABANSIA AVE,0460,BATTERY,SIMPLE,OTHER,false,false,1434,014,32,24,08B,1162590,1911311,2002,04/15/2016 08:55:02 AM,41.912294007,-87.678120403,"(41.912294, -87.67812)"
2425501,HH742232,10/27/2002 02:30:00 AM,048XX W WARWICK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1634,016,45,15,14,1143334,1924492,2002,04/15/2016 08:55:02 AM,41.948845835,-87.748532002,"(41.948846, -87.748532)"
2425529,HH741070,10/27/2002 03:51:37 AM,082XX S WOODLAWN AVE,0499,BATTERY,AGGRAVATED DOMESTIC BATTERY,STREET,false,true,0411,004,8,45,04B,1185640,1850779,2002,04/15/2016 08:55:02 AM,41.745676052,-87.595352449,"(41.745676, -87.595352)"
